molecule_id,neutral_mass,mass_fallback,candidate_count,top_score,top_spectral_score,top_mass_error_ppm,n_guesses
m_13152b,343.15402353337896,False,273,0.9968240447030914,0.9999999999999998,2.381966472681329,25
m_134d4a,313.143023533379,False,328,0.9983732018057699,0.9999999999999998,1.2200986456723832,25
m_145679,319.153423533379,False,172,0.9990918416743375,1.0,0.6811187442468367,25
m_153108,343.008023533379,False,18,0.9995677511373947,1.0,0.32418664695397786,18
m_156305,330.18107646662105,False,238,0.9973649908387927,1.0,1.97625687090546,25
m_15dab4,376.091623533379,False,29,0.9937953368471408,0.9999999999999998,4.653497364644186,25
m_163bfd,328.11532353337896,False,113,0.9975083826327367,1.0,1.8687130254475097,25
m_163da0,342.15222353337896,False,159,0.9969167353999987,1.0,2.3124484500009617,25
m_1700bc,330.152523533379,False,302,0.9955931100477071,0.9999999999999999,3.3051674642196165,25
m_1712db,292.190823533379,False,155,0.9959043871026969,0.9999999999999999,3.071709672977263,25
m_1777b7,349.146823533379,False,303,0.9969031657579799,0.9999999999999998,2.3226256815149307,25
m_1813a1,328.190423533379,False,476,0.9979787125875158,1.0,1.5159655593631076,25
m_18f297,330.175023533379,False,44,0.9973051166547353,0.9999999999999996,2.021162508948169,25
m_1a0749,388.034123533379,False,18,0.9978622313822102,0.9999999999999996,1.603326463342002,18
m_1a8b29,248.139223533379,False,52,0.9964299537463112,1.0,2.67753469026667,25
m_1b1573,298.180223533379,False,216,0.9961445715894082,1.0,2.8915713079439005,25
m_1b27e6,367.079576466621,False,31,0.9981818343013448,0.9999999999999998,1.3636242739912896,25
m_1beae5,311.175423533379,False,145,0.996515400135637,0.9999999999999998,2.6134498982721137,25
m_1d7bdd,340.179523533379,False,274,0.9967432671222877,0.9999999999999998,2.4425496582840576,25
m_1de28b,305.18592353337897,False,91,0.9967296115964975,0.9999999999999998,2.4527913026266766,25
m_1f86e6,439.069223533379,False,10,0.9959135695636899,1.0,3.064822827232535,10
m_20b8f2,272.12802353337895,False,146,0.996581112228476,0.9999999999999997,2.564165828642717,25
m_20c386,307.126723533379,False,54,0.9951632500263168,0.9999999999999999,3.6275624802623603,25
m_214040,408.98749999999995,False,2,0.9995426755098852,0.9999999999999996,0.3429933675857983,2
m_217b19,337.146923533379,False,260,0.996397466246521,0.9999999999999998,2.7019003151090564,25
m_21cd44,325.115823533379,False,70,0.9968060392734597,0.9999999999999999,2.395470544905193,25
m_2363c0,404.092476466621,False,12,0.9979882274266649,1.0,1.5088294300013303,12
m_23ff71,279.14112353337896,False,55,0.9971806787357762,0.9999999999999998,2.114490948167651,25
m_254f59,284.16442353337897,False,171,0.9966579284387777,0.9999999999999999,2.5065536709167118,25
m_25a38e,315.104823533379,False,131,0.9971406366874537,0.9999999999999999,2.144522484409657,25
m_25cfa1,347.221423533379,False,145,0.9979580930479334,0.9999999999999998,1.5314302140497682,25
m_26bf54,249.148482,False,82,0.9959587579050652,1.0,3.0309315712011413,25
m_273696,330.08862353337895,False,96,0.9989088450409271,0.9999999999999996,0.8183662193043265,25
m_27df2d,331.13587353337897,False,286,0.9982862165734081,0.9999999999999998,1.2853375699437355,25
m_293ec0,370.120423533379,False,64,0.9972261086572247,0.9999999999999999,2.080418507081414,25
m_2a0e17,314.120823533379,False,108,0.9970655139584683,0.9999999999999999,2.2008645311487123,25
m_2aa8ea,387.21632353337895,False,22,0.9982193402926105,0.9999999999999999,1.335494780541999,22
m_2ac2ed,358.11052353337897,False,94,0.9979071735603537,0.9999999999999998,1.5696198297345505,25
m_2b524a,263.200723533379,False,34,0.9951311512821133,0.9999999999999999,3.6516365384149574,25
m_2b7513,319.17837646662105,False,102,0.999924027346925,0.9999999999999999,0.05697948980621466,25
m_2c1f87,315.14492353337897,False,197,0.9976698577369301,1.0,1.7476066973024533,25
m_2c2340,321.253823533379,False,16,0.996003486720363,0.9999999999999999,2.9973849597276825,16
m_2d1eba,288.10492353337895,False,79,0.997957219319064,0.9999999999999998,1.532085510701862,25
m_2e265c,329.185823533379,False,382,0.9973730850172893,1.0,1.9701862370330814,25
m_2efd6f,273.083323533379,False,26,0.9952453418912669,0.9999999999999999,3.565993581549765,25
m_2f1128,341.10152353337895,False,149,0.9977746239185031,1.0,1.6690320611226888,25
m_2f9ab1,270.077323533379,False,27,0.998995283393445,1.0,0.7535374549162174,25
m_30024e,305.200123533379,False,66,0.9955010530269316,0.9999999999999998,3.374210229801174,25
m_31ebaa,351.15902353337896,False,128,0.9972206271999389,1.0,2.0845296000458386,25
m_328338,264.094123533379,False,43,0.9955834868404019,0.9999999999999998,3.312384869698446,25
m_347e26,329.144423533379,False,201,0.9977357806522205,0.9999999999999999,1.6981645108345813,25
m_34c00a,313.109823533379,False,148,0.9991634654927991,0.9999999999999999,0.6274008804006015,25
m_34c315,341.18622353337895,False,334,0.995902306691026,1.0,3.073269981730549,25
m_36d3ce,303.09382353337895,False,94,0.9960006690629962,0.9999999999999999,2.9994982027527235,25
m_370436,292.158223533379,False,73,0.9969866858624726,0.9999999999999998,2.25998560314538,25
m_3883ef,348.173623533379,False,225,0.9984944470136571,0.9999999999999999,1.1291647397571296,25
m_38941f,339.195123533379,False,393,0.9982448907309329,0.9999999999999999,1.3163319518002574,25
m_3a5731,335.152476466621,False,142,0.9986754899362211,0.9999999999999998,0.9933825478339507,25
m_3aa487,333.1495612666895,False,286,0.9972322873574297,0.9999999999999999,2.075784481927601,25
m_3ae355,327.126123533379,False,203,0.9957191745388758,0.9999999999999998,3.2106190958429535,25
m_3aecdc,371.10462353337897,False,56,0.9973034688643307,0.9999999999999998,2.022398351751769,25
m_3ba5ce,287.17552353337896,False,103,0.9957598922186841,0.9999999999999999,3.1800808359868507,25
m_3ce578,394.12052353337896,False,44,0.9970567197020755,0.9999999999999999,2.207460223443219,25
m_3d62dd,319.22627353337896,False,105,0.9987621512657601,0.9999999999999999,0.9283865506798659,25
m_3db789,343.099723533379,False,149,0.9974307591112916,0.9999999999999993,1.9269306665307306,25
m_3dc915,335.232923533379,False,64,0.9968246341656408,1.0,2.3815243757693603,25
m_3f6bab,322.089076466621,False,61,0.9989882773063813,1.0,0.75879202021407,25
m_3f8028,255.13782353337902,False,70,0.996543727517558,0.9999999999999999,2.5922043618313584,25
m_3ff7be,349.16062353337895,False,200,0.998319087360584,1.0,1.2606844795620367,25
m_402004,333.180223533379,False,122,0.999464004285562,0.9999999999999997,0.4019967858282188,25
m_417c79,351.13517646662103,False,111,0.9992131325866076,0.9999999999999999,0.590150560044218,25
m_43683b,286.143376466621,False,210,0.9981331008439241,1.0,1.4001743670568916,25
m_436a8d,333.12462353337895,False,263,0.9991235577179794,0.9999999999999998,0.6573317115152256,25
m_436c77,349.273423533379,False,9,0.998105883640768,1.0,1.42058726942395,9
m_43e809,339.137223533379,False,182,0.9971968028300443,0.9999999999999998,2.102397877466601,25
m_444a56,296.156823533379,False,202,0.9956125705412785,1.0,3.2905720940411176,25
m_44cb82,341.21127353337897,False,221,0.996301687732709,0.9999999999999993,2.77373420046779,25
m_451ad6,307.201473533379,False,91,0.997185372098883,0.9999999999999998,2.1109709258375347,25
m_45d613,325.141023533379,False,197,0.9966099740557214,0.9999999999999999,2.542519458208842,25
m_466863,352.090523533379,False,48,0.9953902408705866,0.9999999999999998,3.4573193470598964,25
m_4690d3,297.18462353337895,False,139,0.997706577714276,1.0,1.7200667142930113,25
m_471696,374.189523533379,False,69,0.9977085359564185,0.9999999999999998,1.7185980326859487,25
m_47617a,383.26952353337896,False,18,0.9964764312780602,0.9999999999999996,2.642676541454528,18
m_478c2e,332.14652353337897,False,135,0.9979405660148911,0.9999999999999998,1.5445754888315246,25
m_47ae67,360.19932353337896,False,60,0.9965166790811018,0.9999999999999994,2.612490689173231,25
m_47e099,417.166323533379,False,32,0.9975470778736356,1.0,1.839691594773301,25
m_48bfe1,334.09942353337897,False,171,0.997224469404379,0.9999999999999998,2.0816479467155626,25
m_4b55af,302.14362353337896,False,84,0.9974958250108887,0.9999999999999998,1.8781312418332763,25
m_4b86b5,323.129723533379,False,199,0.9962768745250866,0.9999999999999998,2.7923441061848675,25
m_4bb17c,318.181523533379,False,116,0.9953921926211934,0.9999999999999998,3.4558555341047685,25
m_4bc064,297.104176466621,False,105,0.9968703295511041,0.9999999999999997,2.347252836671678,25
m_4fb975,373.23782353337896,False,51,0.9954213951599197,0.9999999999999999,3.4339536300601616,25
m_517c87,336.1604002666895,False,362,0.999780052179651,0.9999999999999996,0.1649608652614043,25
m_53dfe2,282.14062353337897,False,175,0.9979934857843378,0.9999999999999999,1.5048856617465847,25
m_55fde0,349.146923533379,False,303,0.9965212834768272,1.0,2.609037392379597,25
m_5667e2,346.226373533379,False,175,0.997185989919394,0.9999999999999999,2.1105075604543964,25
m_568a04,368.074699,False,32,0.995854580594513,0.9999999999999998,3.1090645541150157,25
m_56bcbe,313.11012353337895,False,168,0.9970176994128386,0.9999999999999999,2.2367254403709933,25
m_572a36,369.13615,False,62,0.9981504204706089,0.9999999999999998,1.3871846470431928,25
m_57bec0,338.13865,False,293,0.9970049209103211,0.9999999999999999,2.2463093172591138,25
m_57f31b,330.155723533379,False,352,0.9991480328264057,0.9999999999999998,0.6389753801955484,25
m_59b1bd,333.15785,False,217,0.99909086538599,0.9999999999999999,0.6818509605074428,25
m_59bced,326.063323533379,False,88,0.9986359075884139,1.0,1.023069308689528,25
m_5ae66f,328.19052353337895,False,476,0.9975724451251418,1.0,1.8206661561436588,25
m_5bfac3,341.162876466621,False,161,0.9993424426371417,0.9999999999999999,0.49316802214366284,25
m_5c710b,319.1208,False,137,0.9966068272579232,1.0,2.544879556557608,25
m_5c8d41,319.109026466621,False,186,0.9988636250792929,1.0,0.8522811905303089,25
m_5da1ef,313.179723533379,False,362,0.9970344722144738,0.9999999999999999,2.2241458391445517,25
m_5dda21,346.135823533379,False,198,0.9972651607422092,0.9999999999999999,2.0511294433430436,25
m_5fef1c,343.22742353337895,False,178,0.9943813138469415,0.9999999999999996,4.214014614793521,25
m_6007c7,381.216823533379,False,54,0.9987813431186647,0.9999999999999998,0.9139926610012996,25
m_60e7b1,321.12667353337895,False,177,0.9969786154443046,0.9999999999999999,2.266038416771529,25
m_6105c1,315.170423533379,False,292,0.9961983684091638,0.9999999999999998,2.851223693127019,25
m_610a9f,328.191023533379,False,476,0.9955411115262767,0.9999999999999999,3.3441663552924297,25
m_612431,315.207082,False,101,0.9950441891826752,1.0,3.716858112993552,25
m_62973b,275.119923533379,False,22,0.9961501327917206,0.9999999999999999,2.8874004062094487,22
m_62dd85,322.1353527666895,False,184,0.999009928849493,1.0,0.7425533628802067,25
m_637284,325.141023533379,False,197,0.9966099740559546,1.0,2.542519458034015,25
m_64030c,327.195623533379,False,291,0.9961430071760786,0.9999999999999998,2.8927446179408998,25
m_64306c,393.147623533379,False,50,0.9981404190314999,0.9999999999999999,1.3946857263750232,25
m_65a7ff,364.154523533379,False,112,0.9964006731009019,0.9999999999999998,2.699495174323472,25
m_6817b1,317.134623533379,False,221,0.997246471664789,0.9999999999999999,2.0651462514081915,25
m_6b66aa,315.013376466621,False,20,0.9993382096014534,1.0,0.49634279890997157,20
m_6d224e,364.10344999999995,False,57,0.9975021018526168,0.9999999999999998,1.8734236105372852,25
m_6d3dc0,329.122023533379,False,243,0.9956133255488546,0.9999999999999999,3.2900058383589412,25
m_6d9287,255.13782353337902,False,70,0.9965437275175582,1.0,2.5922043618313584,25
m_6e1c94,328.134,False,134,0.9981877485013665,0.9999999999999999,1.3591886239750877,25
m_6ebcf9,340.189523533379,False,499,0.9984225474598913,1.0,1.1830894050814906,25
m_6f127a,330.13862353337896,False,234,0.9973633484749667,0.9999999999999999,1.977488643774951,25
m_6f3a5c,325.18002353337897,False,335,0.9959138228802034,0.9999999999999999,3.0646328398473983,25
m_6f414f,341.08382353337896,False,89,0.9983926008777964,0.9999999999999999,1.2055493416526897,25
m_6f45e5,382.248523533379,False,19,0.9985560759437795,1.0,1.0829430421653703,19
m_70464b,271.088223533379,False,38,0.9980596261304563,1.0,1.455280402157814,25
m_70fe91,348.05912353337897,False,114,0.9978920463344964,0.9999999999999999,1.5809652491276134,25
m_70ff2a,328.19072353337896,False,476,0.9967599109429028,0.9999999999999998,2.430066792822736,25
m_7108be,271.178623533379,False,33,0.9986957999588216,1.0,0.9781500308837895,25
m_7125ae,282.15882353337895,False,48,0.995906091148223,0.9999999999999999,3.070431638832671,25
m_741f2c,323.064423533379,False,64,0.9954632892638362,0.9999999999999998,3.4025330521226627,25
m_75100f,384.1971112666895,False,44,0.9966787649311223,0.9999999999999999,2.490926301658184,25
m_75dece,287.16402353337895,False,179,0.9969976676464973,1.0,2.2517492651270357,25
m_762dcf,287.127923533379,False,192,0.995671479260385,0.9999999999999999,3.2463905547111795,25
m_76b47b,367.18982353337896,False,115,0.9991580253987601,0.9999999999999998,0.6314809509297844,25
m_76ffc5,397.042923533379,False,10,0.9988760866592911,0.9999999999999998,0.8429350055315682,10
m_773a95,270.08397646662104,False,23,0.9992618265227468,1.0,0.5536301079399283,23
m_77b2b0,333.148176466621,False,290,0.9982005259609994,0.9999999999999998,1.3496055292502778,25
m_7874d0,371.140973533379,False,100,0.9966987948171823,0.9999999999999999,2.475903887113195,25
m_78c402,272.131223533379,False,158,0.997419610670933,1.0,1.9352919968002578,25
m_78cd05,246.100823533379,False,35,0.9979345842973761,0.9999999999999999,1.549061776967817,25
m_79cf07,277.14342353337895,False,107,0.9962374938388344,0.9999999999999998,2.821879620874057,25
m_7b993b,345.20592353337895,False,230,0.9973665597548139,0.9999999999999999,1.9750801838894403,25
m_7d4c58,276.15922353337896,False,91,0.9971144502733938,1.0,2.164162294954618,25
m_7e912f,371.221673533379,False,54,0.9971921704837453,0.9999999999999999,2.1058721371909006,25
m_7ee70f,282.133323533379,False,78,0.9975497287476434,1.0,1.8377034392674476,25
m_80401f,282.11982353337896,False,47,0.9967083991939508,0.9999999999999999,2.46870060453677,25
m_8071e1,320.210723533379,False,126,0.9969570980385696,0.9999999999999999,2.2821764710727,25
m_808712,319.109723533379,False,198,0.9959510796965603,0.9999999999999999,3.0366902275796783,25
m_80b537,367.19092353337896,False,115,0.995163738921534,1.0,3.627195808849499,25
m_8114e3,350.1386,False,127,0.9972979690519653,0.9999999999999999,2.026523211025937,25
m_82f2e2,328.216023533379,False,71,0.9961594506412217,1.0,2.8804120190837628,25
m_83ac87,306.0775,False,61,0.9983447329516605,0.9999999999999998,1.2414502862545096,25
m_83e861,330.150023533379,False,233,0.9966905333108415,1.0,2.4821000168689267,25
m_83fdb3,284.120223533379,False,107,0.9964332780467409,0.9999999999999998,2.67504146494421,25
m_847112,381.044023533379,False,8,0.9959564938864793,1.0,3.03262958514049,8
m_875d74,288.09375,False,68,0.997680162562926,0.9999999999999999,1.7398780778054008,25
m_88505f,339.06967646662105,False,79,0.9991971340596703,0.9999999999999999,0.602149455247197,25
m_88a263,317.13522353337896,False,221,0.9947238936334982,0.9999999999999999,3.957079774876211,25
m_895051,338.17532353337896,False,397,0.9958696399724465,0.9999999999999996,3.097770020664783,25
m_89a6f2,343.212623533379,False,55,0.9978046130778693,1.0,1.6465401915980502,25
m_89b9d2,301.088376466621,False,94,0.9987726189710283,0.9999999999999998,0.9205357717285659,25
m_8b6b8e,260.127923533379,False,77,0.9969359620150695,0.9999999999999998,2.2980284886976685,25
m_8bb047,266.117223533379,False,41,0.9976828989228483,0.9999999999999999,1.7378258078636286,25
m_8c72d4,405.155223533379,False,23,0.9970354164639107,0.9999999999999998,2.2234376520667816,23
m_8d19fa,312.147882,False,265,0.9979091106996187,1.0,1.5681669752859098,25
m_8d374f,346.14772353337895,False,387,0.9946974878629518,0.9999999999999999,3.976884102786057,25
m_8d75c7,354.01592353337895,False,7,0.9964998433980508,0.9999999999999998,2.625117451461796,7
m_8db7e3,315.18797353337897,False,64,0.9961642471367589,1.0,2.876814647430807,25
m_8e45f7,318.077677,False,93,0.9938786273267164,1.0,4.591029504962671,25
m_8eaf01,289.19092353337896,False,60,0.9969423780854955,1.0,2.293216435878425,25
m_9068e1,310.161123533379,False,31,0.9973956186725053,0.9999999999999998,1.9532859956208863,25
m_907412,312.058523533379,False,46,0.9977892293059119,1.0,1.65807802056614,25
m_90baa7,437.14492353337897,False,17,0.998093113304792,1.0,1.4301650214060053,17
m_91512a,299.13112353337897,False,199,0.9966079474003241,0.9999999999999999,2.5440394497568,25
m_916daf,339.17032353337896,False,330,0.9968604903455793,1.0,2.354632240815465,25
m_921c43,292.159623533379,False,74,0.9958132413239901,1.0,3.1400690070074533,25
m_930a3b,327.17572353337897,False,65,0.9957902769890604,0.9999999999999999,3.15729225820464,25
m_935b22,296.20092353337895,False,19,0.9962783578609997,0.9999999999999998,2.791231604250032,19
m_93b6a1,281.13162353337896,False,49,0.9971908514051331,1.0,2.1068614461501713,25
m_94a765,299.175023533379,False,171,0.9981583071383994,1.0,1.3812696462004752,25
m_95e8da,308.170623533379,False,120,0.997387726871918,1.0,1.9592048460614877,25
m_966da0,321.24252353337897,False,29,0.9962798558168111,0.9999999999999998,2.790108137391508,25
m_97693a,402.1198,False,26,0.9977687047493673,0.9999999999999999,1.6734714379744597,25
m_97cca9,314.174276466621,False,421,0.9999977820335316,0.9999999999999999,0.0016634748512234152,25
m_982aac,350.140323533379,False,130,0.997702797655864,0.9999999999999999,1.7229017581018904,25
m_987cff,306.206023533379,False,162,0.9980515890408979,1.0,1.4613082193266285,25
m_9910fd,349.14342353337895,False,315,0.9970133940145794,1.0,2.239954489065434,25
m_997dbc,405.02542353337896,False,3,0.9971435755929242,1.0,2.1423183053068247,3
m_99e777,294.14092353337895,False,138,0.9967154547544579,0.9999999999999999,2.4634089341564684,25
m_9b41d0,281.10942353337896,False,97,0.9959253571407027,0.9999999999999999,3.0559821444729027,25
m_9b8030,348.217023533379,False,129,0.9966198191766245,1.0,2.5351356175316915,25
m_9b95d4,415.1570112666895,False,21,0.9986061925883628,1.0,1.0453555587278547,21
m_9c4788,323.083176466621,False,73,0.9982137824868452,0.9999999999999999,1.3396631348660186,25
m_9dc5c4,348.106123533379,False,101,0.9980905080556423,0.9999999999999999,1.4321189582682203,25
m_9e99f7,383.19947646662104,False,48,0.9987276300605754,0.9999999999999998,0.9542774545682638,25
m_9f1fb6,271.226623533379,False,7,0.996822507709224,0.9999999999999999,2.3831192180819394,7
m_9fcc62,258.14862353337895,False,89,0.997095536820401,0.9999999999999999,2.1783473846991726,25
m_a06450,385.23699999999997,False,50,0.9984143163818392,0.9999999999999998,1.1892627136204104,25
m_a0edff,319.190423533379,False,197,0.996525069602662,1.0,2.6061977980035596,25
m_a12514,286.168223533379,False,104,0.9995546238371905,0.9999999999999999,0.33403212210705396,25
m_a3c949,326.15512353337897,False,56,0.9965902303587306,0.9999999999999998,2.5573272309518504,25
m_a5509a,304.15472353337896,False,190,0.9948138966236231,0.9999999999999999,3.8895775322826087,25
m_a5bb0e,326.14967646662103,False,132,0.9977407075711046,1.0,1.6944693216716202,25
m_a5d8e5,356.233123533379,False,61,0.9975146710208502,0.9999999999999998,1.8639967343621373,25
m_a87b11,289.14342353337895,False,145,0.9963936449744272,0.9999999999999996,2.704766269179307,25
m_a94f72,265.143223533379,False,134,0.9970729511332451,0.9999999999999999,2.195286650066081,25
m_a98076,338.17477646662104,False,397,0.9980265722309801,1.0,1.4800708267648794,25
m_aa5754,280.142823533379,False,96,0.9975421423854417,0.9999999999999999,1.8433932109186069,25
m_ab3260,351.10852353337896,False,61,0.9961849539897198,0.9999999999999999,2.8612845077100224,25
m_ab91a8,247.158023533379,False,50,0.9957132883777218,0.9999999999999999,3.215033716708597,25
m_abbd02,334.17392353337897,False,104,0.9958920338323612,1.0,3.0809746257290995,25
m_acdfec,341.186523533379,False,341,0.9947299310455848,0.9999999999999998,3.9525517158112224,25
m_ace790,283.093776466621,False,60,0.9975047014331254,1.0,1.8714739251559012,25
m_acfc1e,307.19041126668947,False,141,0.9964425682600033,0.9999999999999999,2.668073804997385,25
m_aec773,342.038276466621,False,33,0.9986029063775934,1.0,1.0478202168049444,25
m_aef2b4,291.101823533379,False,113,0.9952049887960636,1.0,3.596258402952359,25
m_b047da,303.138673533379,False,171,0.9983791911704271,0.9999999999999999,1.2156066221796198,25
m_b084eb,337.18002353337897,False,293,0.9960592470513145,1.0,2.9555647115140835,25
m_b0ce2a,277.143223533379,False,107,0.9971996891640482,0.9999999999999999,2.1002331269637198,25
m_b11a90,337.118423533379,False,147,0.9963051821407979,0.9999999999999998,2.7711133944014317,25
m_b4039c,317.185323533379,False,195,0.9993755180628208,0.9999999999999999,0.4683614528843543,25
m_b43690,283.16922353337895,False,135,0.9964156115110716,0.9999999999999999,2.6882913666961974,25
m_b51204,294.16962353337897,False,113,0.9980375522856281,0.9999999999999998,1.4718357857787807,25
m_b53b6e,369.973776466621,False,2,0.9990876664345183,0.9999999999999999,0.6842501741112148,2
m_b6b7fe,349.190823533379,False,229,0.9978495907642319,0.9999999999999999,1.6128069268259957,25
m_b70863,330.1696112666895,False,359,0.9983010643612783,0.9999999999999998,1.2742017290411323,25
m_b7be8a,288.043923533379,False,13,0.9968037958912418,0.9999999999999999,2.397153081568539,13
m_b7d932,348.162923533379,False,380,0.9964517555188114,0.9999999999999998,2.6611833608913,25
m_b81b9d,279.093923533379,False,39,0.9951790213788493,0.9999999999999998,3.615733965862833,25
m_b8415b,360.05915000000005,False,26,0.9978642916493851,0.9999999999999999,1.601781262961161,25
m_b8a6f4,341.17512353337895,False,390,0.9953809161436042,1.0,3.464312892296808,25
m_b8f328,388.07214999999997,False,28,0.9979316698372139,0.9999999999999999,1.5512476220894487,25
m_b9f2b4,377.268523533379,False,6,0.9975912704560862,1.0,1.8065471579353511,6
m_baccbd,338.19759999999997,False,143,0.9966201376554787,0.9999999999999999,2.5348967583908317,25
m_bb75e4,297.033923533379,False,13,0.9997835067527354,0.9999999999999998,0.16236993544830763,13
m_bbb21f,312.184523533379,False,118,0.9968158772657892,1.0,2.3880920506580456,25
m_bbc0aa,302.20042353337897,False,135,0.9956079418317233,0.9999999999999999,3.2940436262074697,25
m_bcb981,328.191223533379,False,476,0.9947285798198318,0.9999999999999999,3.9535651351261234,25
m_bcd97d,251.07612353337902,False,9,0.9982023970831068,0.9999999999999999,1.3482021876698316,9
m_bcdd81,252.147623533379,False,53,0.9987783168406311,1.0,0.916262369526638,25
m_bd0de9,314.06822353337895,False,62,0.9983736298878103,0.9999999999999994,1.2197775841418117,25
m_bd907b,285.184723533379,False,68,0.9971425426935033,0.9999999999999998,2.143092979872296,25
m_bda18e,280.10032353337897,False,71,0.9955883360299079,0.9999999999999999,3.308747977568962,25
m_bf639c,349.217323533379,False,61,0.997067051270728,1.0,2.1997115469539383,25
m_bf6cfe,285.1118,False,99,0.9978550636393979,0.9999999999999999,1.6087022704514706,25
m_c1b10a,394.22692353337897,False,29,0.9956684393258428,1.0,3.248670505617904,25
m_c1ec62,304.170923533379,False,45,0.9956865419941768,1.0,3.2350935043674074,25
m_c2176f,353.147123533379,False,92,0.9970600454142916,0.9999999999999998,2.2049659392811494,25
m_c2313f,340.07522353337896,False,141,0.9972933150032764,0.9999999999999999,2.0300137475426077,25
m_c30e40,394.193123533379,False,54,0.9983253779278619,1.0,1.2559665541035758,25
m_c3e52e,290.175023533379,False,112,0.9965648806485337,1.0,2.576339513599737,25
m_c50497,346.97937646662103,False,32,0.9969555361699768,0.9999999999999999,2.283347872517365,25
m_c567df,415.126773533379,False,17,0.9954515761793994,0.9999999999999998,3.411317865450328,17
m_c57b9d,356.196723533379,False,112,0.9975686642201398,0.9999999999999998,1.823501834894966,25
m_c63e89,346.14985,False,321,0.9978210592896979,0.9999999999999999,1.6342055327264746,25
m_c772b8,278.17512353337895,False,128,0.9959373823309688,0.9999999999999998,3.046963251773199,25
m_c886af,337.079976466621,False,102,0.9983134264831967,0.9999999999999998,1.2649301376023183,25
m_c8934f,340.14652353337897,False,353,0.9966865832985939,0.9999999999999996,2.485062526054207,25
m_c89ffd,298.099476466621,False,54,0.9966525240504115,1.0,2.5106069621913476,25
m_c933b7,330.141723533379,False,221,0.9984583696364427,0.9999999999999998,1.1562227726678056,25
m_c9a4bc,318.089423533379,False,90,0.9955143289916579,1.0,3.3642532562565455,25
m_c9c302,359.22172353337896,False,98,0.9969127873790975,0.9999999999999999,2.3154094656768134,25
m_c9c422,323.083176466621,False,73,0.9982137824868453,1.0,1.3396631348660186,25
m_cad5a6,349.092823533379,False,71,0.9963536522301206,0.9999999999999999,2.734760827409447,25
m_cc35ab,315.194923533379,False,205,0.9989572870179001,1.0,0.7820347365749352,25
m_cc95e9,340.105223533379,False,175,0.9974080594938823,0.9999999999999998,1.9439553795880424,25
m_cd50d8,356.188773533379,False,222,0.9978970799729766,0.9999999999999998,1.5771900202674163,25
